x, y
0.0011363694162079782, -4.939877298854341
0.0070391394875266335, -3.8017339514405935
0.013636369416207978, -2.7558724832214763
0.019539139487526634, -1.925335570469798
0.020928036082874645, -1.387024437821152
0.022664139487526633, -1.1409395973154357
0.027872472820859966, -0.9717559814453125
0.049053036082874646, -0.6949103438614195
0.07926135785651929, -0.556487525069473
0.12717802452318597, -0.37192376668021154
0.1650252544518673, -0.2950225420446202
0.18898358778520064, -0.2027406628499886
0.19905302452318596, -0.11045878365535877
